run_index,spec_name,spec_file,iteration_index,iteration_count,target_phase,seed,success,failed_stage,failed_at,started_at,ended_at,duration_s,router_count,host_count,node_count,service_count,vulnerability_count,flow_enabled,flow_chain_length,challenge_count,chain_count,chains_length_gt_1,average_chain_length,pivot_count,pivot_provider_count,flag_node_generator_count,topology_flag_node_generator_count,validation_ok,check_artifacts_ok,check_artifacts_overall,phase_count,phase_duration_s,estimated_output_tokens,log_size_bytes,artifact_file_count,artifact_total_size_bytes,cpu_user_s,cpu_system_s,cpu_total_s,max_rss_bytes,input_blocks,output_blocks,context_switches
1,dataset-segmented-firewall-pivot_run02,/Users/jcacosta/Documents/GitHub/scenarioforge-eval/dataset-resolved/53-segmented-firewall-pivot-run02.spec.yaml,1,1,execute,793857018,True,,,2026-08-11T23:59:52Z,2026-08-12T00:13:18Z,806.123748,3,7,10,6,1,True,4,4,1,1,4.0,1,2,3,3,True,True,pass,4,415.614684,93446,354693,15,982383,25.589037,2.652032,28.241069,139870208,0,0,20544
