run_index,spec_name,spec_file,iteration_index,iteration_count,target_phase,seed,success,failed_stage,failed_at,started_at,ended_at,duration_s,router_count,host_count,node_count,service_count,vulnerability_count,flow_enabled,flow_chain_length,challenge_count,chain_count,chains_length_gt_1,average_chain_length,pivot_count,pivot_provider_count,flag_node_generator_count,topology_flag_node_generator_count,validation_ok,check_artifacts_ok,check_artifacts_overall,phase_count,phase_duration_s,estimated_output_tokens,log_size_bytes,artifact_file_count,artifact_total_size_bytes,cpu_user_s,cpu_system_s,cpu_total_s,max_rss_bytes,input_blocks,output_blocks,context_switches
1,dataset-artifact-messaging_run02,/Users/jcacosta/Documents/GitHub/scenarioforge-eval/dataset-resolved/25-artifact-messaging-run02.spec.yaml,1,1,execute,2087511509,True,,,2026-08-12T01:09:33Z,2026-08-12T01:18:48Z,555.161863,1,5,6,2,0,True,1,3,1,1,3.0,0,0,3,3,True,True,pass,4,326.654643,53044,199209,15,529333,24.313202,2.553675,26.866877,135626752,0,0,12395
